star_score,reviews
3,먹을만한 것 같다
3,분위기가 좋아요
2,또 오고 싶어용
2,훌륭했던 것 같아요
2,분위기 또한 매우 좋아요
3,맛있게 생겼당
2,갈만했다
3,괜찮을것 같아요
2,마음에 들었어요
3,파스타가 다양해서 좋아요
2,합리적인 가격이에용
3,다양한 종류가 있어서 좋아요
3,깔끔했던 것 같아요
3,시원한 육수에요
3,깔끔하고 담백해요
2,또 오고 싶은 맛입니당
2,퀄리티가 좋아요
3,깔끔하고 담백해요
2,음식이 깔끔하게 잘 나와요
2,괜찮구요
3,갈만한 편이네요
2,퀄리티가 굉장히 높아요
3,괜찮은 것 같다
3,맛있다는데요
2,마음에 들었어요
3,맛도좋아요
2,부모님 모시고 가기에도 좋아요
2,또 오고 싶어요
2,또 오고 싶어요 
3,음료 맛도 좋아요
3,맛있었던 편이네요
3,또 가고 싶당
3,맛 또한 좋아요
2,저렴한 가격에 즐길 수 있어서 좋아요
2,산책로가 있어서 좋아요
3,여러 종류의 초밥을 즐길 수 있어서 좋아용
2,내부가 엄청 넓어요
5,오픈 분전에 안가면 웨이팅은 무조건 인거같아요 가격이 만원도 안하는데 양이 진짜 많아요 여긴 특히 돈까스가 진짜 너무너무 맛있는거같아요 냄새도 안나고 부드럽고 굉장히 두꺼워요 아쉬운게 있다면 너무 일찍 닫는
3,맛있어용 추천추천
3,뒷골목에 이런 곳이 있는지 몰랐네요 완전 맛있어용 
5,저도 검색하다 가게 됐는데 근래 보기드문 맛집 이었어요 어린시절을 떠올리게 만드는 속이 꽉찬 김치만두 그리고 정말 홍두깨로 민 칼국수면과 사골육수 친구가 꽤 유명한 칼국숫집을 하는데 그집 보다 맛있는듯  어제 먹고 왔는데 또 생각납니다 강추
3,심플한 라멘집 분위기인데 해산물도 푸짐하게 나오고 그릇이 일단 커서  엄청잘 먹었네요
1,주인바뀠어요 완전실망
5,의정부 배달 불가능한 음식점 배달해드립니다 주문만 해주세요 주문은 카톡 트루미스 친추
5,의정부 배달 불가능한 음식점 배달해드립니다 주문만 해주세요 주문은 카톡 트루미스 친추
2,화덕피자의 매력을 확실히 느낄 수 있는 곳 
1,맛잇대서 갓더니 직원분인지 사장님이신지 청소중이라고 손님말 듣는체마는체하고 친절하게 주차여쭤본건데 말씀하시는게 영 별로였네요 맛집이래서 간건데 기분만 꿍하고왓습니다 손님대우가 진짜 꽝인듯
3,인테리어가 귀여움  주전자 짱귀
2,맛있음
3,피자 엄청 구수함
3,매장이 꽤 커요 
3,층으로 깔끔한 실내와 인테리어는 굿 탕슉은 비릿한 고기냄새와 소스는 조금부족 굴짬뽕은 시원한 맛보다는 그냥 우동맛에 철 지난 굴인지 조금 질긴듯한 느낌 주차장 들어가는 입구가 좁아서 조금 불편했어요 맛집이라 찾아갔는데 조금 실망했어요
1,도로상황최악입니다 친절도아니고 공기도 않좋습니다 온라인정보가오류가많네요
5,의정부 배달 불가능한 음식점 배달해드립니다 주문만 해주세요 주문은 카톡 트루미스 친추
5,의정부 배달 불가능한 음식점 배달해드립니다 주문만 해주세요 주문은 카톡 트루미스 친추
5,의정부 배달 불가능한 음식점 배달해드립니다 주문만 해주세요 주문은 카톡 트루미스 친추
5,의정부 배달 불가능한 음식점 배달해드립니다 주문만 해주세요 주문은 카톡 트루미스 친추
5,의정부 배달 불가능한 음식점 배달해드립니다 주문만 해주세요 주문은 카톡 트루미스 친추
5,의정부 배달 불가능한 음식점 배달해드립니다 주문만 해주세요 주문은 카톡 트루미스 친추
5,의정부 배달 불가능한 음식점 배달해드립니다 주문만 해주세요 주문은 카톡 트루미스 친추
5,의정부 배달 불가능한 음식점 배달해드립니다 주문만 해주세요 주문은 카톡 트루미스 친추
5,의정부 배달 불가능한 음식점 배달해드립니다 주문만 해주세요 주문은 카톡 트루미스 친추
5,의정부 배달 불가능한 음식점 배달해드립니다 주문만 해주세요 주문은 카톡 트루미스 친추
5,의정부 배달 불가능한 음식점 배달해드립니다 주문만 해주세요 주문은 카톡 트루미스 친추
5,의정부 배달 불가능한 음식점 배달해드립니다 주문만 해주세요 주문은 카톡 트루미스 친추
5,의정부 배달 불가능한 음식점 배달해드립니다 주문만 해주세요 주문은 카톡 트루미스 친추
5,의정부 배달 불가능한 음식점 배달해드립니다 주문만 해주세요 주문은 카톡 트루미스 친추
5,의정부 배달 불가능한 음식점 배달해드립니다 주문만 해주세요 주문은 카톡 트루미스 친추
5,의정부 배달 불가능한 음식점 배달해드립니다 주문만 해주세요 주문은 카톡 트루미스 친추
5,의정부 배달 불가능한 음식점 배달해드립니다 주문만 해주세요 주문은 카톡 트루미스 친추
5,의정부 배달 불가능한 음식점 배달해드립니다 주문만 해주세요 주문은 카톡 트루미스 친추
5,의정부 배달 불가능한 음식점 배달해드립니다 주문만 해주세요 주문은 카톡 트루미스 친추
5,의정부 배달 불가능한 음식점 배달해드립니다 주문만 해주세요 주문은 카톡 트루미스 친추
5,의정부 배달 불가능한 음식점 배달해드립니다 주문만 해주세요 주문은 카톡 트루미스 친추
5,의정부 배달 불가능한 음식점 배달해드립니다 주문만 해주세요 주문은 카톡 트루미스 친추
5,의정부 배달 불가능한 음식점 배달해드립니다 주문만 해주세요 주문은 카톡 트루미스 친추
5,의정부 배달 불가능한 음식점 배달해드립니다 주문만 해주세요 주문은 카톡 트루미스 친추
5,의정부 배달 불가능한 음식점 배달해드립니다 주문만 해주세요 주문은 카톡 트루미스 친추
5,의정부 배달 불가능한 음식점 배달해드립니다 주문만 해주세요 주문은 카톡 트루미스 친추
5,의정부 배달 불가능한 음식점 배달해드립니다 주문만 해주세요 주문은 카톡 트루미스 친추
5,의정부 배달 불가능한 음식점 배달해드립니다 주문만 해주세요 주문은 카톡 트루미스 친추
5,의정부 배달 불가능한 음식점 배달해드립니다 주문만 해주세요 주문은 카톡 트루미스 친추
5,의정부 배달 불가능한 음식점 배달해드립니다 주문만 해주세요 주문은 카톡 트루미스 친추
5,의정부 배달 불가능한 음식점 배달해드립니다 주문만 해주세요 주문은 카톡 트루미스 친추
5,의정부 배달 불가능한 음식점 배달해드립니다 주문만 해주세요 주문은 카톡 트루미스 친추
5,의정부 배달 불가능한 음식점 배달해드립니다 주문만 해주세요 주문은 카톡 트루미스 친추
5,의정부 배달 불가능한 음식점 배달해드립니다 주문만 해주세요 주문은 카톡 트루미스 친추
5,의정부 배달 불가능한 음식점 배달해드립니다 주문만 해주세요 주문은 카톡 트루미스 친추
5,의정부 배달 불가능한 음식점 배달해드립니다 주문만 해주세요 주문은 카톡 트루미스 친추
5,의정부 배달 불가능한 음식점 배달해드립니다 주문만 해주세요 주문은 카톡 트루미스 친추
5,의정부 배달 불가능한 음식점 배달해드립니다 주문만 해주세요 주문은 카톡 트루미스 친추
5,의정부 배달 불가능한 음식점 배달해드립니다 주문만 해주세요 주문은 카톡 트루미스 친추
5,의정부 배달 불가능한 음식점 배달해드립니다 주문만 해주세요 주문은 카톡 트루미스 친추
5,의정부 배달 불가능한 음식점 배달해드립니다 주문만 해주세요 주문은 카톡 트루미스 친추
5,의정부 배달 불가능한 음식점 배달해드립니다 주문만 해주세요 주문은 카톡 트루미스 친추
5,의정부 배달 불가능한 음식점 배달해드립니다 주문만 해주세요 주문은 카톡 트루미스 친추
5,의정부 배달 불가능한 음식점 배달해드립니다 주문만 해주세요 주문은 카톡 트루미스 친추
5,의정부 배달 불가능한 음식점 배달해드립니다 주문만 해주세요 주문은 카톡 트루미스 친추
5,의정부 배달 불가능한 음식점 배달해드립니다 주문만 해주세요 주문은 카톡 트루미스 친추
5,만두는 피가 얇고 속이 꽉 차있는 느낌이었습니다 만두속은 호불호가 갈릴 수 있는 맛이었던것같습니다 김치는 찹쌀을 갈아서 양념을 한것 같았는데 반찬 하나에도 허투루쓰지 않는구나 생각이 들었습니다 국수는 국물이 매우 진했고 면 역시 쫄깃하고 부족함이 없었습니다 고추때문에 매콤했지만 자극적일정도는 아니었던것같습니다 하나하나 매우 만족스러운 식사를 해서 기분 좋은 점심이었습니다
3,전체적으로 무난한 맛입니다
4,  
5,제 입맛에 딱이네요
5,적극 추천합니다
4,  
3,길이 너무 좁고 험하네요 여성분이나 초보운전자들은 가면 생고생할 듯 합니다 커피맛보다는 새로운 경험의 카페 분위길 느껴볼 수 있는곳입니다
4,대박 맛짱짱 맛 되게 맛있어요강추 드리는 맛 저는 모든 떡이 다 맛있었어요기대도 안했는데 되게 깜짝 놀랄 맛이기도 해요특히 가래떡이 젤루 맛난어요
5,짱짱 맛가격두 싸구
4,생각보다 맛있어요제가 통닭 싫어하는데 진짜 갠적으로 넘나 맛있는 듯
5,완전 맛있어요겁나 맛있어요강추
1,왜 맛있다 하고 왜 인기 많은지 모르겠음 정말 또 가고 싶지 않은 맛
5,꼭 한 번 먹어보시길
2,가격도 적당하니 괜찮구요 라면만 먹기 부족하다 싶은 분들은 주먹밥 시켜서 같이드세요 그것도 맛있어요 
3,역시 라면은 꼬들꼬들해야죠 면발이 꼬들해서 더 좋고 국물도 맛있고 
1,맛은 있지만 직원의 실수를 손님께 전가하는 오리마을그래서 돈을 더 내고 왔네요
2,얼큰한게 해장용으로도 딱이에요 최근에 신메뉴도 나왔던데 그것도 맛있을것같아여 
5,맛은 있는데 너무 복잡해서
1,여긴 절대 비추함 어떤 이유인지 모르지만 마케팅의 함정
5,월중순에 갔다가 사정상 휴업이라 해서 헛걸음  지금은 하는지 모르겠네요미리전화하보고 가세요
4,짱맛임 진짜 매운거 좋아하는 사람들은 싫어할 이유가 전혀 없음
3,의정부에 이런곳이 있었나 싶을정도로 신기했던곳
3,드디어 가봤당 밤에 가니 너무 예뻤던 조명 귀여운 간판 좋다
3,넓은 식물원에 온듯한 멋진 공간 주라기 공원 처럼 수풀이 우거진 카페 그 장소 에 있는 것 만으로도 힐링 되는 느낌이에요 일부러 찾아 갈만큼 깔끔한 것 같네요
5,카운터 스탭이 손님 접대하는 자세가 이 식당 만족을 못하게 하는 재주가 있어여 기분 망가뜨립니다
5,아주 괜찮았어요 추천합니다
1,그리고 좀 음식도 위생적으로주세요
5,음식은괜찬은데 직원관리좀 제대로 시켜주세요
5,인생맛집이다
5,맛있어요꼭 한 번 가보세요
5,기대이상으로 만족스러웠어요
3,집에서 분위기도 맛도 최고 건강하게 먹어요
3,가볼만했던 것 같다 이 곳은 이미 남양주에서 원체 유명한 곳이기도 하다
3,너무 가보고 싶었던 산속에 위치한 비루개 카페를 다녀왔습니다 네비에 비루개 치면 나옵니다 그런데 차 없이는 못 가겠더라고요
3,한옥컨셉으로 지어진 예쁜 카페가 있어서 다녀왔습니당
4,음식은 정갈하고 깨끗하고 담백함에 한 표 테이블 간의 공간이 비좁아 다소 신경쓰임 어른들 모시고 간때는 미리 방으로 예약하면 좋을듯
3,식물원을 개조해서 만든 곳인데욤 너무 좋아서 추천할만한 편이에요
3,자연이 멋진 유리온실 카페 비루개
2,음료를 서비스로 주세요
3,국물 안드시는 분들은 졸여먹는 스탈의 볶음 추천
3,주문하자 마자 빨리 나와요
2,매운등갈비 인상적입니다
3,라면 사리는 꼭 추가하세요
3,실내에 딱 들어오자마자우와 아기자기 이뿌게 잘꾸며져 있넹싶었어요
2,인분 주문도 가능해서 좋은 곳
2,콩나물과 당면이 무한제공되어서 무한안주임
1,정말 포크 한개도 주기아까울 정도의 맛이에요  지역주민들은 진짜 안가요 속지마세요 허영만님 식성 진짜이해 불가 식객따라왔다가 돈버리고 가는집 진짜 내인생의 최악의 부대찌개 차라리 놀부가 맛있음 진짜 정말 레알
2,아주 막 맵지도 않고 딱 맛있게 매운것같아요 
3,좋아요
3,원래 서울 냉면 맛집들의 원조가 대부분 의정부에 있을 정도로 의정부가 냉면의 본고장이라고 하던데 그래서 그런지 이 가게도 정말 맛있었어요 냉면 육수가 자극적이지 않으면서 면발의 탱탱한 식감과 육수가 정말 잘 어울리더라구요 여름에 더워지면 한 번 또 와야겠어요
3,이근방에는 아직 개발이 덜된지라 먹을만한곳이 많지가않은듯하네요 그나마 가족들 모두 외식하기좋은 곳은 부대찌개가 제일인듯해요 속재료들도 사장님손에거쳐 나오기에 간도 세지도않고 적당해서 아이들에게도 먹일만해요
